Entry(00000,begin_of_process,frustrated,C:\Users\Alessandro\Desktop\bachelor-s-thesis\src\richiesta professore\../datasets/DAiSEE/DataSet/Test/510038/5100381069/5100381069.avi,start,1).
Entry(02500,begin_of_activity,frustrated,C:\Users\Alessandro\Desktop\bachelor-s-thesis\src\richiesta professore\../datasets/DAiSEE/DataSet/Test/510038/5100381069/5100381069.avi,AU10,6).
Entry(02600,end_of_activity,frustrated,C:\Users\Alessandro\Desktop\bachelor-s-thesis\src\richiesta professore\../datasets/DAiSEE/DataSet/Test/510038/5100381069/5100381069.avi,AU10,6).
Entry(02800,begin_of_activity,frustrated,C:\Users\Alessandro\Desktop\bachelor-s-thesis\src\richiesta professore\../datasets/DAiSEE/DataSet/Test/510038/5100381069/5100381069.avi,AU10,7).
Entry(02900,end_of_activity,frustrated,C:\Users\Alessandro\Desktop\bachelor-s-thesis\src\richiesta professore\../datasets/DAiSEE/DataSet/Test/510038/5100381069/5100381069.avi,AU10,7).
Entry(03900,begin_of_activity,frustrated,C:\Users\Alessandro\Desktop\bachelor-s-thesis\src\richiesta professore\../datasets/DAiSEE/DataSet/Test/510038/5100381069/5100381069.avi,AU10,8).
Entry(04000,end_of_activity,frustrated,C:\Users\Alessandro\Desktop\bachelor-s-thesis\src\richiesta professore\../datasets/DAiSEE/DataSet/Test/510038/5100381069/5100381069.avi,AU10,8).
Entry(04300,begin_of_activity,frustrated,C:\Users\Alessandro\Desktop\bachelor-s-thesis\src\richiesta professore\../datasets/DAiSEE/DataSet/Test/510038/5100381069/5100381069.avi,AU10,9).
Entry(04400,end_of_activity,frustrated,C:\Users\Alessandro\Desktop\bachelor-s-thesis\src\richiesta professore\../datasets/DAiSEE/DataSet/Test/510038/5100381069/5100381069.avi,AU10,9).
Entry(04800,begin_of_activity,frustrated,C:\Users\Alessandro\Desktop\bachelor-s-thesis\src\richiesta professore\../datasets/DAiSEE/DataSet/Test/510038/5100381069/5100381069.avi,AU10,10).
Entry(04900,end_of_activity,frustrated,C:\Users\Alessandro\Desktop\bachelor-s-thesis\src\richiesta professore\../datasets/DAiSEE/DataSet/Test/510038/5100381069/5100381069.avi,AU10,10).
Entry(05600,begin_of_activity,frustrated,C:\Users\Alessandro\Desktop\bachelor-s-thesis\src\richiesta professore\../datasets/DAiSEE/DataSet/Test/510038/5100381069/5100381069.avi,AU10,11).
Entry(05700,end_of_activity,frustrated,C:\Users\Alessandro\Desktop\bachelor-s-thesis\src\richiesta professore\../datasets/DAiSEE/DataSet/Test/510038/5100381069/5100381069.avi,AU10,11).
Entry(06200,begin_of_activity,frustrated,C:\Users\Alessandro\Desktop\bachelor-s-thesis\src\richiesta professore\../datasets/DAiSEE/DataSet/Test/510038/5100381069/5100381069.avi,AU10,12).
Entry(06300,end_of_activity,frustrated,C:\Users\Alessandro\Desktop\bachelor-s-thesis\src\richiesta professore\../datasets/DAiSEE/DataSet/Test/510038/5100381069/5100381069.avi,AU10,12).
Entry(07400,begin_of_activity,frustrated,C:\Users\Alessandro\Desktop\bachelor-s-thesis\src\richiesta professore\../datasets/DAiSEE/DataSet/Test/510038/5100381069/5100381069.avi,AU10,13).
Entry(07500,end_of_activity,frustrated,C:\Users\Alessandro\Desktop\bachelor-s-thesis\src\richiesta professore\../datasets/DAiSEE/DataSet/Test/510038/5100381069/5100381069.avi,AU10,13).
Entry(07600,begin_of_activity,frustrated,C:\Users\Alessandro\Desktop\bachelor-s-thesis\src\richiesta professore\../datasets/DAiSEE/DataSet/Test/510038/5100381069/5100381069.avi,AU10,14).
Entry(07700,end_of_activity,frustrated,C:\Users\Alessandro\Desktop\bachelor-s-thesis\src\richiesta professore\../datasets/DAiSEE/DataSet/Test/510038/5100381069/5100381069.avi,AU10,14).
Entry(08100,begin_of_activity,frustrated,C:\Users\Alessandro\Desktop\bachelor-s-thesis\src\richiesta professore\../datasets/DAiSEE/DataSet/Test/510038/5100381069/5100381069.avi,AU10,15).
Entry(08200,end_of_activity,frustrated,C:\Users\Alessandro\Desktop\bachelor-s-thesis\src\richiesta professore\../datasets/DAiSEE/DataSet/Test/510038/5100381069/5100381069.avi,AU10,15).
Entry(08400,begin_of_activity,frustrated,C:\Users\Alessandro\Desktop\bachelor-s-thesis\src\richiesta professore\../datasets/DAiSEE/DataSet/Test/510038/5100381069/5100381069.avi,AU10,16).
Entry(08500,end_of_activity,frustrated,C:\Users\Alessandro\Desktop\bachelor-s-thesis\src\richiesta professore\../datasets/DAiSEE/DataSet/Test/510038/5100381069/5100381069.avi,AU10,16).
Entry(08700,begin_of_activity,frustrated,C:\Users\Alessandro\Desktop\bachelor-s-thesis\src\richiesta professore\../datasets/DAiSEE/DataSet/Test/510038/5100381069/5100381069.avi,AU10,17).
Entry(08800,end_of_activity,frustrated,C:\Users\Alessandro\Desktop\bachelor-s-thesis\src\richiesta professore\../datasets/DAiSEE/DataSet/Test/510038/5100381069/5100381069.avi,AU10,17).
Entry(09500,begin_of_activity,frustrated,C:\Users\Alessandro\Desktop\bachelor-s-thesis\src\richiesta professore\../datasets/DAiSEE/DataSet/Test/510038/5100381069/5100381069.avi,AU10,18).
Entry(09600,end_of_activity,frustrated,C:\Users\Alessandro\Desktop\bachelor-s-thesis\src\richiesta professore\../datasets/DAiSEE/DataSet/Test/510038/5100381069/5100381069.avi,AU10,18).
Entry(09900,begin_of_activity,frustrated,C:\Users\Alessandro\Desktop\bachelor-s-thesis\src\richiesta professore\../datasets/DAiSEE/DataSet/Test/510038/5100381069/5100381069.avi,AU10,19).
Entry(10003,end_of_activity,frustrated,C:\Users\Alessandro\Desktop\bachelor-s-thesis\src\richiesta professore\../datasets/DAiSEE/DataSet/Test/510038/5100381069/5100381069.avi,AU10,19).
Entry(11202,begin_of_activity,frustrated,C:\Users\Alessandro\Desktop\bachelor-s-thesis\src\richiesta professore\../datasets/DAiSEE/DataSet/Test/510038/5100381069/5100381069.avi,AU10,20).
Entry(11301,end_of_activity,frustrated,C:\Users\Alessandro\Desktop\bachelor-s-thesis\src\richiesta professore\../datasets/DAiSEE/DataSet/Test/510038/5100381069/5100381069.avi,AU10,20).
Entry(11601,begin_of_activity,frustrated,C:\Users\Alessandro\Desktop\bachelor-s-thesis\src\richiesta professore\../datasets/DAiSEE/DataSet/Test/510038/5100381069/5100381069.avi,AU10,21).
Entry(11700,end_of_activity,frustrated,C:\Users\Alessandro\Desktop\bachelor-s-thesis\src\richiesta professore\../datasets/DAiSEE/DataSet/Test/510038/5100381069/5100381069.avi,AU10,21).
Entry(12001,begin_of_activity,frustrated,C:\Users\Alessandro\Desktop\bachelor-s-thesis\src\richiesta professore\../datasets/DAiSEE/DataSet/Test/510038/5100381069/5100381069.avi,AU10,22).
Entry(12101,end_of_activity,frustrated,C:\Users\Alessandro\Desktop\bachelor-s-thesis\src\richiesta professore\../datasets/DAiSEE/DataSet/Test/510038/5100381069/5100381069.avi,AU10,22).
Entry(12202,begin_of_activity,frustrated,C:\Users\Alessandro\Desktop\bachelor-s-thesis\src\richiesta professore\../datasets/DAiSEE/DataSet/Test/510038/5100381069/5100381069.avi,AU10,23).
Entry(12304,end_of_activity,frustrated,C:\Users\Alessandro\Desktop\bachelor-s-thesis\src\richiesta professore\../datasets/DAiSEE/DataSet/Test/510038/5100381069/5100381069.avi,AU10,23).
Entry(12501,begin_of_activity,frustrated,C:\Users\Alessandro\Desktop\bachelor-s-thesis\src\richiesta professore\../datasets/DAiSEE/DataSet/Test/510038/5100381069/5100381069.avi,AU10,24).
Entry(12601,end_of_activity,frustrated,C:\Users\Alessandro\Desktop\bachelor-s-thesis\src\richiesta professore\../datasets/DAiSEE/DataSet/Test/510038/5100381069/5100381069.avi,AU10,24).
Entry(12802,begin_of_activity,frustrated,C:\Users\Alessandro\Desktop\bachelor-s-thesis\src\richiesta professore\../datasets/DAiSEE/DataSet/Test/510038/5100381069/5100381069.avi,AU10,25).
Entry(12902,end_of_activity,frustrated,C:\Users\Alessandro\Desktop\bachelor-s-thesis\src\richiesta professore\../datasets/DAiSEE/DataSet/Test/510038/5100381069/5100381069.avi,AU10,25).
Entry(13301,begin_of_activity,frustrated,C:\Users\Alessandro\Desktop\bachelor-s-thesis\src\richiesta professore\../datasets/DAiSEE/DataSet/Test/510038/5100381069/5100381069.avi,AU10,26).
Entry(13401,end_of_activity,frustrated,C:\Users\Alessandro\Desktop\bachelor-s-thesis\src\richiesta professore\../datasets/DAiSEE/DataSet/Test/510038/5100381069/5100381069.avi,AU10,26).
Entry(13502,begin_of_activity,frustrated,C:\Users\Alessandro\Desktop\bachelor-s-thesis\src\richiesta professore\../datasets/DAiSEE/DataSet/Test/510038/5100381069/5100381069.avi,AU10,27).
Entry(13602,end_of_activity,frustrated,C:\Users\Alessandro\Desktop\bachelor-s-thesis\src\richiesta professore\../datasets/DAiSEE/DataSet/Test/510038/5100381069/5100381069.avi,AU10,27).
Entry(13801,begin_of_activity,frustrated,C:\Users\Alessandro\Desktop\bachelor-s-thesis\src\richiesta professore\../datasets/DAiSEE/DataSet/Test/510038/5100381069/5100381069.avi,AU10,28).
Entry(13901,end_of_activity,frustrated,C:\Users\Alessandro\Desktop\bachelor-s-thesis\src\richiesta professore\../datasets/DAiSEE/DataSet/Test/510038/5100381069/5100381069.avi,AU10,28).
Entry(14002,begin_of_activity,frustrated,C:\Users\Alessandro\Desktop\bachelor-s-thesis\src\richiesta professore\../datasets/DAiSEE/DataSet/Test/510038/5100381069/5100381069.avi,AU10,29).
Entry(14102,end_of_activity,frustrated,C:\Users\Alessandro\Desktop\bachelor-s-thesis\src\richiesta professore\../datasets/DAiSEE/DataSet/Test/510038/5100381069/5100381069.avi,AU10,29).
Entry(14402,begin_of_activity,frustrated,C:\Users\Alessandro\Desktop\bachelor-s-thesis\src\richiesta professore\../datasets/DAiSEE/DataSet/Test/510038/5100381069/5100381069.avi,AU10,30).
Entry(14501,end_of_activity,frustrated,C:\Users\Alessandro\Desktop\bachelor-s-thesis\src\richiesta professore\../datasets/DAiSEE/DataSet/Test/510038/5100381069/5100381069.avi,AU10,30).
Entry(14601,begin_of_activity,frustrated,C:\Users\Alessandro\Desktop\bachelor-s-thesis\src\richiesta professore\../datasets/DAiSEE/DataSet/Test/510038/5100381069/5100381069.avi,AU10,31).
Entry(14702,end_of_activity,frustrated,C:\Users\Alessandro\Desktop\bachelor-s-thesis\src\richiesta professore\../datasets/DAiSEE/DataSet/Test/510038/5100381069/5100381069.avi,AU10,31).
Entry(14901,begin_of_activity,frustrated,C:\Users\Alessandro\Desktop\bachelor-s-thesis\src\richiesta professore\../datasets/DAiSEE/DataSet/Test/510038/5100381069/5100381069.avi,AU10,32).
Entry(15003,end_of_activity,frustrated,C:\Users\Alessandro\Desktop\bachelor-s-thesis\src\richiesta professore\../datasets/DAiSEE/DataSet/Test/510038/5100381069/5100381069.avi,AU10,32).
Entry(15203,begin_of_activity,frustrated,C:\Users\Alessandro\Desktop\bachelor-s-thesis\src\richiesta professore\../datasets/DAiSEE/DataSet/Test/510038/5100381069/5100381069.avi,AU10,33).
Entry(15303,end_of_activity,frustrated,C:\Users\Alessandro\Desktop\bachelor-s-thesis\src\richiesta professore\../datasets/DAiSEE/DataSet/Test/510038/5100381069/5100381069.avi,AU10,33).
Entry(15602,begin_of_activity,frustrated,C:\Users\Alessandro\Desktop\bachelor-s-thesis\src\richiesta professore\../datasets/DAiSEE/DataSet/Test/510038/5100381069/5100381069.avi,AU10,34).
Entry(15703,end_of_activity,frustrated,C:\Users\Alessandro\Desktop\bachelor-s-thesis\src\richiesta professore\../datasets/DAiSEE/DataSet/Test/510038/5100381069/5100381069.avi,AU10,34).
Entry(15802,begin_of_activity,frustrated,C:\Users\Alessandro\Desktop\bachelor-s-thesis\src\richiesta professore\../datasets/DAiSEE/DataSet/Test/510038/5100381069/5100381069.avi,AU10,35).
Entry(15903,end_of_activity,frustrated,C:\Users\Alessandro\Desktop\bachelor-s-thesis\src\richiesta professore\../datasets/DAiSEE/DataSet/Test/510038/5100381069/5100381069.avi,AU10,35).
Entry(16202,begin_of_activity,frustrated,C:\Users\Alessandro\Desktop\bachelor-s-thesis\src\richiesta professore\../datasets/DAiSEE/DataSet/Test/510038/5100381069/5100381069.avi,AU10,36).
Entry(16302,end_of_activity,frustrated,C:\Users\Alessandro\Desktop\bachelor-s-thesis\src\richiesta professore\../datasets/DAiSEE/DataSet/Test/510038/5100381069/5100381069.avi,AU10,36).
Entry(16402,begin_of_activity,frustrated,C:\Users\Alessandro\Desktop\bachelor-s-thesis\src\richiesta professore\../datasets/DAiSEE/DataSet/Test/510038/5100381069/5100381069.avi,AU10,37).
Entry(16502,end_of_activity,frustrated,C:\Users\Alessandro\Desktop\bachelor-s-thesis\src\richiesta professore\../datasets/DAiSEE/DataSet/Test/510038/5100381069/5100381069.avi,AU10,37).
Entry(16702,begin_of_activity,frustrated,C:\Users\Alessandro\Desktop\bachelor-s-thesis\src\richiesta professore\../datasets/DAiSEE/DataSet/Test/510038/5100381069/5100381069.avi,AU10,38).
Entry(16800,end_of_activity,frustrated,C:\Users\Alessandro\Desktop\bachelor-s-thesis\src\richiesta professore\../datasets/DAiSEE/DataSet/Test/510038/5100381069/5100381069.avi,AU10,38).
Entry(16902,begin_of_activity,frustrated,C:\Users\Alessandro\Desktop\bachelor-s-thesis\src\richiesta professore\../datasets/DAiSEE/DataSet/Test/510038/5100381069/5100381069.avi,AU10,39).
Entry(17002,end_of_activity,frustrated,C:\Users\Alessandro\Desktop\bachelor-s-thesis\src\richiesta professore\../datasets/DAiSEE/DataSet/Test/510038/5100381069/5100381069.avi,AU10,39).
Entry(17101,begin_of_activity,frustrated,C:\Users\Alessandro\Desktop\bachelor-s-thesis\src\richiesta professore\../datasets/DAiSEE/DataSet/Test/510038/5100381069/5100381069.avi,AU10,40).
Entry(17202,end_of_activity,frustrated,C:\Users\Alessandro\Desktop\bachelor-s-thesis\src\richiesta professore\../datasets/DAiSEE/DataSet/Test/510038/5100381069/5100381069.avi,AU10,40).
Entry(17401,begin_of_activity,frustrated,C:\Users\Alessandro\Desktop\bachelor-s-thesis\src\richiesta professore\../datasets/DAiSEE/DataSet/Test/510038/5100381069/5100381069.avi,AU10,41).
Entry(17500,end_of_activity,frustrated,C:\Users\Alessandro\Desktop\bachelor-s-thesis\src\richiesta professore\../datasets/DAiSEE/DataSet/Test/510038/5100381069/5100381069.avi,AU10,41).
Entry(17602,begin_of_activity,frustrated,C:\Users\Alessandro\Desktop\bachelor-s-thesis\src\richiesta professore\../datasets/DAiSEE/DataSet/Test/510038/5100381069/5100381069.avi,AU10,42).
Entry(17702,end_of_activity,frustrated,C:\Users\Alessandro\Desktop\bachelor-s-thesis\src\richiesta professore\../datasets/DAiSEE/DataSet/Test/510038/5100381069/5100381069.avi,AU10,42).
Entry(18102,begin_of_activity,frustrated,C:\Users\Alessandro\Desktop\bachelor-s-thesis\src\richiesta professore\../datasets/DAiSEE/DataSet/Test/510038/5100381069/5100381069.avi,AU10,43).
Entry(18201,end_of_activity,frustrated,C:\Users\Alessandro\Desktop\bachelor-s-thesis\src\richiesta professore\../datasets/DAiSEE/DataSet/Test/510038/5100381069/5100381069.avi,AU10,43).
Entry(18302,begin_of_activity,frustrated,C:\Users\Alessandro\Desktop\bachelor-s-thesis\src\richiesta professore\../datasets/DAiSEE/DataSet/Test/510038/5100381069/5100381069.avi,AU10,44).
Entry(18402,end_of_activity,frustrated,C:\Users\Alessandro\Desktop\bachelor-s-thesis\src\richiesta professore\../datasets/DAiSEE/DataSet/Test/510038/5100381069/5100381069.avi,AU10,44).
Entry(19802,begin_of_activity,frustrated,C:\Users\Alessandro\Desktop\bachelor-s-thesis\src\richiesta professore\../datasets/DAiSEE/DataSet/Test/510038/5100381069/5100381069.avi,AU10,45).
Entry(19901,end_of_activity,frustrated,C:\Users\Alessandro\Desktop\bachelor-s-thesis\src\richiesta professore\../datasets/DAiSEE/DataSet/Test/510038/5100381069/5100381069.avi,AU10,45).
Entry(20301,begin_of_activity,frustrated,C:\Users\Alessandro\Desktop\bachelor-s-thesis\src\richiesta professore\../datasets/DAiSEE/DataSet/Test/510038/5100381069/5100381069.avi,AU10,46).
Entry(20403,end_of_activity,frustrated,C:\Users\Alessandro\Desktop\bachelor-s-thesis\src\richiesta professore\../datasets/DAiSEE/DataSet/Test/510038/5100381069/5100381069.avi,AU10,46).
Entry(20601,begin_of_activity,frustrated,C:\Users\Alessandro\Desktop\bachelor-s-thesis\src\richiesta professore\../datasets/DAiSEE/DataSet/Test/510038/5100381069/5100381069.avi,AU10,47).
Entry(20701,end_of_activity,frustrated,C:\Users\Alessandro\Desktop\bachelor-s-thesis\src\richiesta professore\../datasets/DAiSEE/DataSet/Test/510038/5100381069/5100381069.avi,AU10,47).
Entry(21002,begin_of_activity,frustrated,C:\Users\Alessandro\Desktop\bachelor-s-thesis\src\richiesta professore\../datasets/DAiSEE/DataSet/Test/510038/5100381069/5100381069.avi,AU10,48).
Entry(21103,end_of_activity,frustrated,C:\Users\Alessandro\Desktop\bachelor-s-thesis\src\richiesta professore\../datasets/DAiSEE/DataSet/Test/510038/5100381069/5100381069.avi,AU10,48).
Entry(21202,begin_of_activity,frustrated,C:\Users\Alessandro\Desktop\bachelor-s-thesis\src\richiesta professore\../datasets/DAiSEE/DataSet/Test/510038/5100381069/5100381069.avi,AU10,49).
Entry(21302,end_of_activity,frustrated,C:\Users\Alessandro\Desktop\bachelor-s-thesis\src\richiesta professore\../datasets/DAiSEE/DataSet/Test/510038/5100381069/5100381069.avi,AU10,49).
Entry(21402,begin_of_activity,frustrated,C:\Users\Alessandro\Desktop\bachelor-s-thesis\src\richiesta professore\../datasets/DAiSEE/DataSet/Test/510038/5100381069/5100381069.avi,AU10,50).
Entry(21502,end_of_activity,frustrated,C:\Users\Alessandro\Desktop\bachelor-s-thesis\src\richiesta professore\../datasets/DAiSEE/DataSet/Test/510038/5100381069/5100381069.avi,AU10,50).
Entry(21701,begin_of_activity,frustrated,C:\Users\Alessandro\Desktop\bachelor-s-thesis\src\richiesta professore\../datasets/DAiSEE/DataSet/Test/510038/5100381069/5100381069.avi,AU10,51).
Entry(21802,end_of_activity,frustrated,C:\Users\Alessandro\Desktop\bachelor-s-thesis\src\richiesta professore\../datasets/DAiSEE/DataSet/Test/510038/5100381069/5100381069.avi,AU10,51).
Entry(22001,begin_of_activity,frustrated,C:\Users\Alessandro\Desktop\bachelor-s-thesis\src\richiesta professore\../datasets/DAiSEE/DataSet/Test/510038/5100381069/5100381069.avi,AU10,52).
Entry(22102,end_of_activity,frustrated,C:\Users\Alessandro\Desktop\bachelor-s-thesis\src\richiesta professore\../datasets/DAiSEE/DataSet/Test/510038/5100381069/5100381069.avi,AU10,52).
Entry(23000,begin_of_activity,frustrated,C:\Users\Alessandro\Desktop\bachelor-s-thesis\src\richiesta professore\../datasets/DAiSEE/DataSet/Test/510038/5100381069/5100381069.avi,AU10,53).
Entry(23102,end_of_activity,frustrated,C:\Users\Alessandro\Desktop\bachelor-s-thesis\src\richiesta professore\../datasets/DAiSEE/DataSet/Test/510038/5100381069/5100381069.avi,AU10,53).
Entry(23302,begin_of_activity,frustrated,C:\Users\Alessandro\Desktop\bachelor-s-thesis\src\richiesta professore\../datasets/DAiSEE/DataSet/Test/510038/5100381069/5100381069.avi,AU10,54).
Entry(23402,end_of_activity,frustrated,C:\Users\Alessandro\Desktop\bachelor-s-thesis\src\richiesta professore\../datasets/DAiSEE/DataSet/Test/510038/5100381069/5100381069.avi,AU10,54).
Entry(23803,begin_of_activity,frustrated,C:\Users\Alessandro\Desktop\bachelor-s-thesis\src\richiesta professore\../datasets/DAiSEE/DataSet/Test/510038/5100381069/5100381069.avi,AU10,55).
Entry(23902,end_of_activity,frustrated,C:\Users\Alessandro\Desktop\bachelor-s-thesis\src\richiesta professore\../datasets/DAiSEE/DataSet/Test/510038/5100381069/5100381069.avi,AU10,55).
Entry(24301,begin_of_activity,frustrated,C:\Users\Alessandro\Desktop\bachelor-s-thesis\src\richiesta professore\../datasets/DAiSEE/DataSet/Test/510038/5100381069/5100381069.avi,AU10,56).
Entry(24404,end_of_activity,frustrated,C:\Users\Alessandro\Desktop\bachelor-s-thesis\src\richiesta professore\../datasets/DAiSEE/DataSet/Test/510038/5100381069/5100381069.avi,AU10,56).
Entry(24503,begin_of_activity,frustrated,C:\Users\Alessandro\Desktop\bachelor-s-thesis\src\richiesta professore\../datasets/DAiSEE/DataSet/Test/510038/5100381069/5100381069.avi,AU10,57).
Entry(24601,end_of_activity,frustrated,C:\Users\Alessandro\Desktop\bachelor-s-thesis\src\richiesta professore\../datasets/DAiSEE/DataSet/Test/510038/5100381069/5100381069.avi,AU10,57).
