act_au01_89-1,['528_1'-1]
act_au25_3-30,['7622_1'-1,'7262_1'-1,'7189_1'-1,'6854_1'-1,'6681_1'-1,'6239_1'-1,'5525_1'-1,'5390_1'-1,'2321_1'-1,'3823_1'-1,'3656_1'-1,'2538_1'-1,'2421_1'-1,'2134_1'-1,'1361_1'-1,'212_1'-1,'707_1'-1,'575_1'-1,'510_1'-1]
act_au02_3-43,['7622_1'-1,'7105_1'-2,'6866_1'-1,'6423_1'-1,'6122_1'-1,'5978_1'-1,'5534_1'-1,'5276_1'-1,'5087_1'-1,'4478_1'-1,'4379_1'-1,'4150_1'-1,'3840_1'-1,'3800_1'-1,'3675_1'-1,'3294_1'-1,'1089_1'-1,'2937_1'-1,'2349_1'-1,'1831_1'-1,'1734_1'-1,'1557_1'-1,'1204_1'-1,'862_1'-1,'648_1'-1,'534_1'-1,'36_1'-1]
act_au09_3-13,['6417_1'-1,'5725_1'-1,'647_1'-1]
act_au14_3-36,['7104_1'-1,'200_1'-1,'6252_1'-1,'6021_1'-1,'5808_1'-1,'5276_1'-1,'4893_1'-1,'4841_1'-1,'4708_1'-1,'4462_1'-1,'156_1'-1,'3808_1'-1,'52_1'-1,'2926_1'-1,'2736_1'-1,'2327_1'-1,'2218_1'-1,'2103_1'-1,'1828_1'-1,'212_1'-1,'731_1'-1,'667_1'-1]
act_au06_4-11,['6427_1'-1,'5723_1'-1,'3506_1'-1,'1206_1'-1]
act_au07_4-50,['7621_1'-1,'7376_1'-1,'7293_1'-1,'6872_1'-1,'6561_1'-1,'6249_1'-1,'1061_1'-1,'4371_1'-1,'4175_1'-1,'4006_1'-1,'3847_1'-1,'3279_1'-1,'580_1'-1,'2421_1'-1,'1842_1'-1,'1352_1'-1,'669_1'-1,'529_1'-1]
act_au10_4-50,['7400_1'-1,'7282_1'-1,'7171_1'-1,'7054_1'-1,'6426_1'-1,'6250_1'-1,'5395_1'-1,'4943_1'-1,'4822_1'-1,'4707_1'-1,'3827_1'-1,'4280_1'-1,'4169_1'-1,'3803_1'-1,'3532_1'-1,'3291_1'-1,'3147_1'-1,'2930_1'-1,'2657_1'-1,'2210_1'-1,'1736_1'-1,'1205_1'-1,'858_1'-1,'267_1'-1]
act_au12_4-14,['1119_1'-1,'6716_1'-1,'6427_1'-1,'6250_1'-1,'5730_1'-1,'4707_1'-1,'156_1'-1,'1104_1'-1,'2103_1'-1,'696_1'-1]
act_au20_4-25,['7055_1'-1,'6814_1'-1,'6739_1'-1,'6246_1'-1,'4120_1'-1,'5760_1'-1,'4170_1'-1,'4008_1'-1,'3535_1'-1,'2342_1'-1,'2103_1'-1,'1733_1'-1,'1562_1'-1,'1360_1'-1,'1174_1'-1,'755_1'-1,'480_1'-1,'221_1'-1]
act_au25_4-28,['720_1'-1,'3313_1'-1,'5843_1'-1,'5757_1'-1,'4703_1'-1,'2321_1'-1,'3640_1'-1,'2496_1'-1,'2419_1'-1,'2131_1'-1,'1360_1'-1,'1208_1'-1,'704_1'-1,'574_1'-1,'500_1'-1]
act_au09_4-12,['6595_1'-1,'6414_1'-1,'6041_1'-1,'1161_1'-1,'637_1'-1]
act_au14_4-34,['4037_1'-1,'7187_1'-1,'6772_1'-1,'6427_1'-1,'6250_1'-1,'5055_1'-1,'4707_1'-1,'1434_1'-2,'4016_1'-1,'3689_1'-1,'2217_1'-1,'1819_1'-1,'1208_1'-1,'662_1'-1,'272_1'-1]
act_au06_5-11,['5721_1'-1,'3653_1'-1,'1204_1'-1,'264_1'-1]
act_au07_5-50,['7620_1'-1,'7363_1'-1,'6871_1'-1,'6762_1'-1,'6660_1'-1,'6559_1'-1,'5746_1'-1,'5528_1'-1,'5324_1'-1,'5106_1'-1,'4274_1'-1,'4005_1'-1,'3165_1'-1,'2419_1'-1,'2205_1'-1,'2102_1'-1,'1737_1'-1]
act_au10_5-50,['4270_1'-1,'7049_1'-1,'6648_1'-1,'6424_1'-1,'6249_1'-1,'760_1'-2,'5104_1'-1,'2576_1'-1,'4278_1'-1,'3862_1'-1,'1104_1'-1,'2653_1'-1,'2207_1'-1,'1202_1'-1,'854_1'-1,'634_1'-1,'264_1'-1]
act_au11_4-25,['6114_1'-1,'6240_1'-1,'5585_1'-1,'5265_1'-1,'3987_1'-1,'1104_1'-1,'2884_1'-1,'2102_1'-1,'1561_1'-1,'497_1'-1]
act_au12_5-13,['6114_1'-1,'6426_1'-1,'6249_1'-1,'5729_1'-1,'4704_1'-1,'3630_1'-1,'3532_1'-1,'2102_1'-1,'268_1'-1]
act_au20_5-25,['7052_1'-1,'6738_1'-1,'6244_1'-1,'5822_1'-1,'4169_1'-1,'4006_1'-1,'3533_1'-1,'2102_1'-1,'1561_1'-1,'1171_1'-1,'207_1'-1]
act_au25_5-27,['7619_1'-1,'2261_1'-1,'7257_1'-1,'5842_1'-1,'4005_1'-1,'3582_1'-1,'3091_1'-1,'2362_1'-1,'1630_1'-1,'1357_1'-1,'701_1'-1,'499_1'-1,'215_1'-1]
act_au02_4-42,['7619_1'-1,'7381_1'-1,'7211_1'-1,'5753_1'-1,'6769_1'-1,'4396_1'-1,'6514_1'-1,'5026_1'-1,'5533_1'-1,'5275_1'-1,'2590_1'-1,'4707_1'-1,'1089_1'-2,'2962_1'-1,'3838_1'-1,'3674_1'-1,'3071_1'-1,'2936_1'-1,'2740_1'-1,'2347_1'-1,'1726_1'-1,'1555_1'-1,'1197_1'-1,'860_1'-1,'636_1'-1,'531_1'-1]
act_au04_4-46,['7619_1'-1,'6660_1'-1,'6423_1'-1,'6239_1'-1,'5877_1'-1,'4213_1'-1,'5393_1'-1,'1784_1'-1,'4840_1'-1,'4707_1'-1,'3678_1'-1,'3274_1'-1,'3171_1'-1,'1129_1'-1,'2547_1'-1,'2423_1'-1,'2195_1'-1,'1838_1'-1,'1560_1'-1,'1204_1'-1,'880_1'-1,'521_1'-1,'254_1'-1]
act_au09_5-11,['6413_1'-1,'1072_1'-1,'3528_1'-1,'1156_1'-1]
act_au14_5-33,['7396_1'-1,'7186_1'-1,'7101_1'-1,'6648_1'-1,'6249_1'-1,'6017_1'-1,'5272_1'-1,'5054_1'-1,'4704_1'-1,'4172_1'-1,'272_1'-1,'2324_1'-1,'2214_1'-1,'1790_1'-1,'81_1'-1]
act_au26_1-15,['7189_1'-1,'6722_1'-1,'4690_1'-1,'3249_1'-1,'2369_1'-1,'1609_1'-1,'461_1'-1]
act_au06_6-11,['6248_1'-1,'3652_1'-1,'3501_1'-1,'2205_1'-1,'260_1'-1]
act_au07_6-50,['1061_1'-1,'4226_1'-1,'2502_1'-1,'7185_1'-1,'2752_1'-2,'6442_1'-1,'592_1'-1,'6557_1'-1,'6246_1'-1,'5745_1'-1,'5270_1'-1,'1671_1'-1,'4272_1'-1,'3783_1'-1,'3161_1'-1,'362_1'-1,'2930_1'-1,'1829_1'-1,'2417_1'-1,'2203_1'-1,'683_1'-1,'1347_1'-1,'1200_1'-1,'666_1'-1]
act_au10_6-50,['2640_1'-1,'6553_1'-1,'3730_1'-1,'5487_1'-1,'4807_1'-1,'4703_1'-1,'3797_1'-1,'1104_1'-1,'2923_1'-1,'2724_1'-1,'2540_1'-1,'1533_1'-1,'1350_1'-1,'1200_1'-1,'497_1'-1]
act_au11_5-25,['6114_1'-1,'6162_1'-1,'5580_1'-1,'5264_1'-1,'4887_1'-1,'4826_1'-1,'4613_1'-1,'3653_1'-1,'2096_1'-1,'2879_1'-1,'2510_1'-1,'2100_1'-1,'480_1'-1,'247_1'-1]
act_au12_6-12,['6114_1'-1,'6424_1'-1,'6247_1'-1,'5729_1'-1,'4703_1'-1,'3987_1'-1,'1104_1'-1,'2201_1'-1,'2100_1'-1]
act_au20_6-24,['7157_1'-1,'7051_1'-1,'6242_1'-1,'5815_1'-1,'5752_1'-1,'5097_1'-1,'4878_1'-1,'4167_1'-1,'4005_1'-1,'3531_1'-1,'46_1'-1,'1728_1'-1,'1560_1'-1,'1356_1'-1,'385_1'-1]
act_au25_6-25,['720_1'-1,'7250_1'-1,'7041_1'-1,'6215_1'-1,'5834_1'-1,'5748_1'-1,'5377_1'-1,'3487_1'-1,'1616_1'-1,'1356_1'-1,'1202_1'-1,'572_1'-1,'496_1'-1,'212_1'-1]
act_au09_6-11,['6410_1'-1,'4244_1'-1,'623_1'-1]
act_au14_6-33,['3759_1'-1,'7185_1'-1,'6770_1'-1,'6247_1'-1,'3679_1'-1,'4793_1'-1,'4701_1'-1,'4171_1'-1,'156_1'-1,'2146_1'-1,'2910_1'-1,'2621_1'-1,'2322_1'-1,'1203_1'-1,'718_1'-1]
act_au02_5-42,['1089_1'-2,'1383_1'-1,'6859_1'-1,'2257_1'-1,'6506_1'-1,'6122_1'-1,'5767_1'-1,'5531_1'-1,'5273_1'-1,'1796_1'-1,'2578_1'-1,'4477_1'-1,'4376_1'-1,'3836_1'-1,'3794_1'-1,'3251_1'-1,'2739_1'-1,'2658_1'-1,'2340_1'-1,'1551_1'-1,'1191_1'-1,'858_1'-1,'528_1'-1]
act_au04_5-46,['7617_1'-1,'7100_1'-1,'6558_1'-1,'5764_1'-1,'5392_1'-1,'5266_1'-1,'2405_1'-1,'4939_1'-1,'2272_1'-1,'3994_1'-1,'3803_1'-1,'3669_1'-1,'2421_1'-1,'1633_1'-1,'1338_1'-1,'1202_1'-1,'879_1'-1,'656_1'-1,'520_1'-1,'250_1'-1]
act_au06_7-11,['7617_1'-1,'164_1'-1,'6246_1'-1,'3650_1'-1,'3458_1'-1,'1194_1'-1,'258_1'-1]
act_au07_7-49,['7617_1'-1,'7346_1'-1,'7178_1'-1,'1782_1'-1,'629_1'-1,'4415_1'-1,'6414_1'-1,'6242_1'-1,'614_1'-1,'5744_1'-1,'5287_1'-1,'5268_1'-1,'5100_1'-1,'4936_1'-1,'4834_1'-1,'4471_1'-1,'4169_1'-1,'3782_1'-1,'3275_1'-1,'3159_1'-1,'3015_1'-1,'2930_1'-1,'2644_1'-1,'2414_1'-1,'2098_1'-1,'1836_1'-1,'1538_1'-1,'1344_1'-1,'1194_1'-1,'665_1'-1,'521_1'-1]
act_au10_7-50,['7257_1'-1,'7135_1'-1,'7039_1'-1,'6995_1'-1,'6246_1'-1,'5875_1'-1,'5746_1'-1,'5483_1'-1,'431_1'-1,'5266_1'-1,'5100_1'-1,'4805_1'-1,'4470_1'-1,'4376_1'-1,'4275_1'-1,'3862_1'-1,'3792_1'-1,'1770_1'-1,'878_1'-1,'2920_1'-1,'2647_1'-1,'760_1'-1,'1803_1'-1,'738_1'-1,'595_1'-1,'496_1'-1,'249_1'-1]
act_au11_6-24,['6114_1'-1,'6557_1'-1,'6397_1'-1,'6231_1'-1,'5578_1'-1,'4883_1'-1,'4819_1'-1,'3874_1'-1,'2017_1'-1,'2846_1'-1,'2096_1'-1,'1187_1'-1]
act_au12_7-12,['6114_1'-1,'6705_1'-1,'6246_1'-1,'5727_1'-1,'4701_1'-1,'3984_1'-1,'1104_1'-1,'2200_1'-1,'2099_1'-1,'1202_1'-1]
act_au20_7-23,['7155_1'-1,'6804_1'-1,'6240_1'-1,'1618_1'-1,'5748_1'-1,'46_1'-1,'4002_1'-1,'3530_1'-1,'2617_1'-1,'1727_1'-1,'1558_1'-1,'1353_1'-1,'1164_1'-1,'381_1'-1]
act_au25_7-23,['720_1'-1,'7039_1'-1,'6840_1'-1,'5746_1'-1,'5375_1'-1,'2454_1'-1,'1353_1'-1,'1201_1'-1,'707_1'-1,'570_1'-1,'179_1'-1]
act_au09_7-11,['6033_1'-1,'1072_1'-1,'4692_1'-1,'1925_1'-1,'1147_1'-1]
act_au14_7-33,['7394_1'-1,'7183_1'-1,'6768_1'-1,'6647_1'-1,'272_1'-2,'6246_1'-1,'5050_1'-1,'4890_1'-1,'4790_1'-1,'4169_1'-1,'3982_1'-1,'2146_1'-1,'2724_1'-1,'1771_1'-1,'1558_1'-1,'1202_1'-1,'714_1'-1]
act_au02_6-40,['7358_1'-1,'5978_1'-1,'6764_1'-1,'5942_1'-1,'5376_1'-1,'5270_1'-1,'5080_1'-1,'4916_1'-1,'4698_1'-1,'4142_1'-1,'3791_1'-1,'3061_1'-1,'2738_1'-1,'2656_1'-1,'1824_1'-1,'1546_1'-1,'1191_1'-1,'609_1'-1,'525_1'-1]
act_au04_6-45,['7616_1'-1,'4412_1'-1,'6416_1'-1,'1414_1'-1,'17_1'-1,'5763_1'-1,'5519_1'-1,'628_1'-1,'4836_1'-1,'4703_1'-1,'4456_1'-1,'4271_1'-1,'3801_1'-1,'3170_1'-1,'2696_1'-1,'2437_1'-1,'2543_1'-1,'2419_1'-1,'2189_1'-1,'1834_1'-1,'1336_1'-1,'878_1'-1,'655_1'-1,'497_1'-1]
act_au06_8-11,['7616_1'-1,'5713_1'-1,'4699_1'-1,'3650_1'-1,'3443_1'-1,'2201_1'-1,'1194_1'-1]
act_au10_8-50,['7255_1'-1,'7132_1'-1,'7038_1'-1,'4278_1'-1,'6421_1'-1,'5874_1'-1,'5743_1'-1,'5481_1'-1,'5375_1'-1,'5265_1'-1,'3792_1'-1,'3291_1'-1,'4274_1'-1,'4156_1'-1,'3858_1'-1,'3678_1'-1,'2017_1'-1,'3280_1'-1,'2722_1'-1,'2201_1'-1,'1729_1'-1,'1528_1'-1,'1347_1'-1,'1182_1'-1,'836_1'-1,'594_1'-1]
act_au11_7-21,['6114_1'-1,'1550_1'-1,'6555_1'-1,'6395_1'-1,'5566_1'-1,'1212_1'-1,'3524_1'-1,'2504_1'-1,'1182_1'-1,'474_1'-1]
act_au12_8-12,['6114_1'-1,'156_1'-1,'6244_1'-1,'5727_1'-1,'2096_1'-1]
act_au20_8-22,['7153_1'-1,'5746_1'-1,'4869_1'-1,'4161_1'-1,'4001_1'-1,'3529_1'-1,'2616_1'-1,'1557_1'-1,'1360_1'-1,'743_1'-1,'374_1'-1,'141_1'-1]
act_au25_8-23,['720_1'-1,'7156_1'-1,'7038_1'-1,'5745_1'-1,'5374_1'-1,'4682_1'-1,'4186_1'-1,'2442_1'-1,'1360_1'-1,'1200_1'-1,'570_1'-1,'487_1'-1,'176_1'-1]
act_au07_8-48,['6993_1'-1,'4848_1'-1,'6759_1'-1,'6658_1'-1,'5874_1'-1,'5521_1'-1,'1784_1'-1,'4832_1'-1,'3756_1'-1,'1838_1'-1,'3007_1'-1,'1773_1'-1,'2412_1'-1,'1834_1'-1,'1537_1'-1,'1343_1'-1,'1194_1'-1,'517_1'-1]
act_au09_8-11,['7615_1'-1,'6239_1'-1,'4681_1'-1,'3523_1'-1]
act_au14_8-31,['6766_1'-1,'6645_1'-1,'156_1'-1,'6244_1'-1,'5737_1'-1,'5042_1'-1,'4696_1'-1,'4165_1'-1,'3933_1'-1,'3681_1'-1,'2314_1'-1,'2091_1'-1,'1200_1'-1,'710_1'-1]
act_au02_7-39,['7207_1'-1,'6857_1'-1,'6641_1'-1,'5026_1'-1,'2798_1'-1,'4317_1'-1,'4837_1'-1,'4136_1'-1,'3989_1'-1,'3669_1'-1,'2655_1'-1,'1821_1'-1,'1718_1'-1,'1170_1'-1,'848_1'-1,'525_1'-1]
act_au04_7-45,['7616_1'-1,'4386_1'-1,'6442_1'-1,'6998_1'-1,'6658_1'-1,'6556_1'-1,'6221_1'-1,'5876_1'-1,'5761_1'-1,'5388_1'-1,'5261_1'-1,'5106_1'-1,'3171_1'-1,'3117_1'-1,'4140_1'-1,'3954_1'-1,'3169_1'-1,'2417_1'-1,'1594_1'-1,'1334_1'-1,'877_1'-1,'496_1'-1,'212_1'-1]
act_au06_9-11,['7616_1'-1,'258_1'-1,'6242_1'-1,'4697_1'-1,'3643_1'-1,'3441_1'-1,'2200_1'-1,'1187_1'-1,'252_1'-1]
act_au10_9-49,['7386_1'-1,'6754_1'-1,'6544_1'-1,'5873_1'-1,'5479_1'-1,'5264_1'-1,'4933_1'-1,'3854_1'-1,'3789_1'-1,'1838_1'-1,'3119_1'-1,'2910_1'-1,'2721_1'-1,'2640_1'-1,'2409_1'-1,'2093_1'-1,'1791_1'-1,'1723_1'-1,'1509_1'-1,'1344_1'-1,'474_1'-1,'247_1'-1]
act_au11_8-21,['7614_1'-1,'7373_1'-1,'6653_1'-1,'6554_1'-1,'6226_1'-1,'886_1'-1,'1903_1'-1,'4562_1'-1,'1550_1'-1,'1179_1'-1,'470_1'-1]
act_au12_9-11,['7614_1'-1,'6421_1'-1,'6242_1'-1,'5724_1'-1,'2096_1'-1]
act_au20_9-21,['7048_1'-1,'6733_1'-1,'5745_1'-1,'4867_1'-1,'4159_1'-1,'4000_1'-1,'3538_1'-1,'2615_1'-1,'2329_1'-1,'2088_1'-1,'1719_1'-1,'1555_1'-1,'46_1'-1,'114_1'-1]
act_au25_9-20,['720_1'-1,'3389_1'-1,'3313_1'-1,'6836_1'-1,'5821_1'-1,'5744_1'-1,'5372_1'-1,'4682_1'-1,'2400_1'-1,'1351_1'-1,'1196_1'-1,'481_1'-1,'176_1'-1]
act_au07_9-48,['7290_1'-1,'2852_1'-1,'2880_1'-1,'4106_1'-1,'6657_1'-1,'6553_1'-1,'4305_1'-1,'6236_1'-1,'5873_1'-1,'5520_1'-1,'5087_1'-1,'4831_1'-1,'4476_1'-1,'4265_1'-1,'4163_1'-1,'3755_1'-1,'396_1'-1,'3002_1'-1,'1773_1'-1,'2198_1'-1,'1833_1'-1,'1729_1'-1,'1342_1'-1,'1187_1'-1,'512_1'-1]
act_au09_9-9,['7615_1'-1,'6233_1'-1,'5707_1'-1,'4661_1'-1,'1072_1'-1,'1139_1'-1]
act_au14_9-31,['7391_1'-1,'6738_1'-1,'6642_1'-1,'6421_1'-1,'6242_1'-1,'5733_1'-1,'5263_1'-1,'5027_1'-1,'4163_1'-1,'3904_1'-1,'3807_1'-1,'3679_1'-1,'2874_1'-1,'2313_1'-1,'230_1'-1,'1193_1'-1]
act_au06_10-11,['6419_1'-1,'5707_1'-1,'4695_1'-1,'2679_1'-1,'2198_1'-1,'1184_1'-1,'251_1'-1]
act_au10_10-49,['7385_1'-1,'7242_1'-1,'6753_1'-1,'6634_1'-1,'6239_1'-1,'5872_1'-1,'5355_1'-1,'2586_1'-1,'4779_1'-1,'4270_1'-1,'3997_1'-1,'2162_1'-1,'3116_1'-1,'3044_1'-1,'2720_1'-1,'2407_1'-1,'2198_1'-1,'1507_1'-1,'1343_1'-1,'470_1'-1,'238_1'-1]
act_au11_9-20,['7614_1'-1,'6225_1'-1,'6017_1'-1,'5258_1'-1,'4877_1'-1,'4800_1'-1,'1104_1'-1,'391_1'-1,'1550_1'-1,'1175_1'-1,'468_1'-1]
act_au12_10-11,['7614_1'-1,'6419_1'-1,'6240_1'-1,'5722_1'-1,'2195_1'-1]
act_au20_10-21,['6728_1'-1,'5807_1'-1,'4158_1'-1,'3995_1'-1,'3527_1'-1,'2614_1'-1,'1350_1'-1,'1052_1'-1,'342_1'-1]
act_au25_10-19,['7612_1'-1,'6834_1'-1,'2362_1'-1,'5743_1'-1,'5497_1'-1,'2393_1'-1,'1350_1'-1,'461_1'-1]
act_au02_8-39,['7612_1'-1,'1089_1'-3,'4412_1'-1,'6996_1'-1,'6855_1'-1,'5755_1'-1,'5078_1'-1,'4363_1'-1,'2922_1'-1,'1796_1'-1,'2257_1'-1,'525_1'-1]
act_au07_10-48,['7289_1'-1,'1749_1'-1,'2377_1'-1,'4443_1'-1,'588_1'-1,'6762_1'-1,'6655_1'-1,'6233_1'-1,'6038_1'-1,'5874_1'-1,'4931_1'-1,'1815_1'-1,'4356_1'-1,'4261_1'-1,'3990_1'-1,'3528_1'-1,'3266_1'-1,'3153_1'-1,'2994_1'-1,'2920_1'-1,'2543_1'-1,'1662_1'-1,'1728_1'-1]
act_au09_10-9,['1147_1'-3,'6369_1'-1,'1010_1'-1,'6028_1'-1,'5699_1'-1]
act_au14_10-30,['7389_1'-1,'2151_1'-1,'6632_1'-1,'6419_1'-1,'6240_1'-1,'3719_1'-1,'3723_1'-1,'3895_1'-1,'2161_1'-1,'3678_1'-1,'2692_1'-1,'2264_1'-1,'230_1'-1,'2085_1'-1,'1193_1'-1,'81_1'-1,'595_1'-1]
act_au04_8-45,['7290_1'-1,'4940_1'-1,'6657_1'-1,'6555_1'-1,'6409_1'-1,'5758_1'-1,'2367_1'-1,'5104_1'-1,'4937_1'-1,'4830_1'-1,'2559_1'-1,'4270_1'-1,'3646_1'-1,'3519_1'-1,'3168_1'-1,'2663_1'-1,'1129_1'-1,'2177_1'-1,'1333_1'-1,'876_1'-1,'210_1'-1]
act_au06_11-11,['7611_1'-1,'191_1'-1,'6239_1'-1,'5704_1'-1,'4693_1'-1,'1101_1'-1,'1181_1'-1,'250_1'-1]
act_au10_11-49,['7384_1'-1,'7240_1'-1,'588_1'-1,'6751_1'-1,'760_1'-1,'6414_1'-1,'6028_1'-1,'5874_1'-1,'5349_1'-1,'5258_1'-1,'4932_1'-1,'4263_1'-1,'3986_1'-1,'431_1'-1,'3272_1'-1,'3043_1'-1,'659_1'-1,'2529_1'-1,'2087_1'-1,'1779_1'-1,'1504_1'-1,'1342_1'-1,'815_1'-1,'465_1'-1]
act_au12_11-11,['1132_1'-1,'6695_1'-1,'6239_1'-1,'5719_1'-1,'1088_1'-1,'2193_1'-1,'2083_1'-1,'1187_1'-1,'254_1'-1]
act_au20_11-20,['6727_1'-1,'2597_1'-1,'1901_1'-1,'2612_1'-1,'1551_1'-1,'1349_1'-1,'1046_1'-1]
act_au25_11-18,['720_1'-1,'5741_1'-1,'5474_1'-1,'2321_1'-1,'1349_1'-1,'685_1'-1,'460_1'-1,'122_1'-1]
act_au07_11-48,['1708_1'-1,'6550_1'-1,'6406_1'-1,'1010_1'-1,'5263_1'-1,'5081_1'-1,'4929_1'-1,'2547_1'-1,'3667_1'-1,'2017_1'-1,'2918_1'-1,'1795_1'-1,'2542_1'-1,'2192_1'-1,'2082_1'-1,'1831_1'-1,'1726_1'-1,'500_1'-1]
act_au09_11-9,['1156_1'-1,'6227_1'-1,'3435_1'-1,'4656_1'-1,'1128_1'-1]
act_au11_10-20,['6649_1'-1,'6552_1'-1,'391_1'-1,'6015_1'-1,'14_1'-1,'2828_1'-1,'2482_1'-1,'1547_1'-1,'466_1'-1,'218_1'-1]
act_au02_9-39,['7338_1'-1,'7280_1'-1,'6995_1'-1,'6756_1'-1,'6613_1'-1,'6409_1'-1,'5753_1'-1,'5526_1'-1,'1383_1'-1,'4691_1'-1,'4472_1'-1,'1089_1'-1,'3056_1'-1,'2919_1'-1,'2734_1'-1,'2652_1'-1,'2254_1'-1,'1531_1'-1,'838_1'-1,'521_1'-1]
act_au06_12-11,['7610_1'-1,'6236_1'-1,'5676_1'-1,'3639_1'-1,'2195_1'-1,'1177_1'-1,'247_1'-1]
act_au12_12-11,['6692_1'-1,'6237_1'-1,'5719_1'-1,'2096_1'-1,'3524_1'-1,'2190_1'-1,'2080_1'-1,'252_1'-1]
act_au14_11-30,['7609_1'-1,'7168_1'-1,'7083_1'-1,'6630_1'-1,'272_1'-1,'6239_1'-1,'4950_1'-1,'4884_1'-1,'3806_1'-1,'3677_1'-1,'2690_1'-1,'2241_1'-1,'2202_1'-1,'1187_1'-1,'544_1'-1,'254_1'-1]
act_au20_12-20,['7609_1'-1,'7045_1'-1,'4120_1'-1,'5087_1'-1,'4155_1'-1,'3525_1'-1,'2611_1'-1,'2062_1'-1,'1549_1'-1,'336_1'-1,'100_1'-1]
act_au25_12-17,['7609_1'-1,'6854_1'-1,'5809_1'-1,'5738_1'-1,'5470_1'-1,'397_1'-1,'4682_1'-1,'3952_1'-1,'2321_1'-1,'1348_1'-1,'122_1'-1]
act_au04_9-43,['1383_1'-1,'7086_1'-1,'2490_1'-1,'6406_1'-1,'5515_1'-1,'5384_1'-1,'5251_1'-1,'3318_1'-1,'4446_1'-1,'4267_1'-1,'3936_1'-1,'3636_1'-1,'3165_1'-1,'2633_1'-1,'2154_1'-1,'2031_1'-1,'1548_1'-1,'1332_1'-1,'875_1'-1,'647_1'-1,'489_1'-1,'198_1'-1]
act_au07_12-48,['7061_1'-1,'6990_1'-1,'6865_1'-1,'6548_1'-1,'6404_1'-1,'5870_1'-1,'5262_1'-1,'4824_1'-1,'4690_1'-1,'4260_1'-1,'592_1'-1,'3262_1'-1,'362_1'-1,'2918_1'-1,'2631_1'-1,'2189_1'-1,'2074_1'-1,'1724_1'-1,'1334_1'-1]
act_au09_12-9,['6072_1'-1,'6362_1'-1,'6226_1'-1,'5678_1'-1,'609_1'-1]
act_au10_12-49,['6072_1'-1,'7381_1'-1,'2250_1'-1,'6988_1'-1,'2894_1'-2,'6628_1'-1,'6413_1'-1,'3797_1'-1,'5736_1'-1,'5466_1'-1,'5346_1'-1,'5256_1'-1,'738_1'-2,'4931_1'-1,'4368_1'-1,'3978_1'-1,'3852_1'-1,'3780_1'-1,'2586_1'-1,'1104_1'-1,'3270_1'-1,'3037_1'-1,'1714_1'-1,'1485_1'-1,'1334_1'-1,'576_1'-1,'223_1'-1]
act_au11_11-20,['6072_1'-1,'6388_1'-1,'6011_1'-1,'4865_1'-1,'4522_1'-1,'3511_1'-1,'1166_1'-1,'699_1'-1,'214_1'-1]
act_au06_13-9,['6233_1'-1,'4691_1'-1,'3636_1'-1,'1173_1'-1]
act_au12_13-11,['6689_1'-1,'6414_1'-1,'6234_1'-1,'5714_1'-1,'1132_1'-1,'251_1'-1]
act_au14_12-30,['7607_1'-1,'7378_1'-1,'272_1'-1,'6237_1'-1,'5256_1'-1,'4715_1'-1,'4883_1'-1,'4158_1'-1,'3877_1'-1,'3803_1'-1,'2850_1'-1,'2608_1'-1,'52_1'-1,'2201_1'-1,'1183_1'-1,'699_1'-1,'252_1'-1]
act_au20_13-19,['7607_1'-1,'7044_1'-1,'6724_1'-1,'4984_1'-1,'5085_1'-1,'4860_1'-1,'1863_1'-1,'2610_1'-1,'2088_1'-1,'1712_1'-1,'1548_1'-1,'1347_1'-1,'996_1'-1]
act_au25_13-17,['7607_1'-1,'5736_1'-1,'5468_1'-1,'3948_1'-1,'2379_1'-1,'1347_1'-1]
act_au04_10-43,['7607_1'-1,'7288_1'-1,'3157_1'-1,'6553_1'-1,'6404_1'-1,'5513_1'-1,'5383_1'-1,'2869_1'-1,'5103_1'-1,'4265_1'-1,'4111_1'-1,'3794_1'-1,'3636_1'-1,'3163_1'-1,'2910_1'-1,'2630_1'-1,'2537_1'-1,'2411_1'-1,'1543_1'-1,'1184_1'-1,'195_1'-1]
act_au07_13-47,['7286_1'-1,'7164_1'-1,'7051_1'-1,'6984_1'-1,'1737_1'-1,'6547_1'-1,'6403_1'-1,'5866_1'-1,'5725_1'-1,'5261_1'-1,'4431_1'-1,'4688_1'-1,'2470_1'-1,'3260_1'-1,'2690_1'-1,'2628_1'-1,'592_1'-1,'2188_1'-1,'2073_1'-1,'1723_1'-1,'470_1'-1,'218_1'-1]
act_au10_13-49,['6162_1'-1,'7379_1'-1,'7231_1'-1,'7013_1'-1,'6868_1'-1,'6560_1'-1,'6227_1'-1,'1752_1'-1,'5869_1'-1,'3730_1'-1,'5252_1'-1,'4839_1'-1,'4930_1'-1,'4770_1'-1,'4262_1'-1,'3974_1'-1,'2586_1'-1,'3514_1'-1,'3093_1'-1,'2894_1'-1,'2622_1'-1,'2515_1'-1,'2188_1'-1,'2082_1'-1,'1770_1'-1,'1484_1'-1,'1333_1'-1,'810_1'-1,'431_1'-1,'222_1'-1]
act_au11_12-20,['6162_1'-1,'7353_1'-1,'6190_1'-1,'2800_1'-1,'4779_1'-1,'886_1'-1,'391_1'-1,'696_1'-1]
